web-scraper-order;web-scraper-start-url;article_links;article_links-href;Type_chaussure;Prix;Adresse;Image-src
1738921611-1;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016;Chaussures Enfants;Prix sur demande;Guédiawaye, Dakar, Sénégal;https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png
1738921634-2;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022;Chaussures Enfants;Prix sur demande;Guédiawaye, Dakar, Sénégal;https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png
1738921654-3;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661;Chaussures Enfants;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
1738921670-4;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038;Chaussures Enfants;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921683-5;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041;Chaussures Enfants;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921692-6;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044;Chaussures Enfants;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921720-7;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099;Chaussures Enfants;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921737-8;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468;Chaussures Enfants;4 000 CFA;Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921757-9;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879;Chaussures Enfants;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921771-10;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881;Chaussures Enfants;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921782-11;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883;Chaussures Enfants;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921791-12;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188;Chaussures Enfants;Prix sur demande;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
1738921800-13;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181;Chaussures Enfants;Prix sur demande;Petit-Mbao, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921810-14;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556;Chaussures Enfants;Prix sur demande;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921822-15;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320;Chaussures Enfants;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png
1738921831-16;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329;Chaussures Enfants;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png
1738921847-17;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336;Chaussures Enfants;Prix sur demande;Sénégal;
1738921864-18;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738921899-19;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738921919-20;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738921934-21;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738921969-22;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738921981-23;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738921991-24;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922004-25;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922017-26;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922026-27;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922035-28;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922045-29;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922055-30;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922064-31;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922076-32;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922086-33;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922096-34;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922105-35;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922114-36;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922124-37;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922157-38;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292;Chaussures Enfants;Prix sur demande;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
1738922167-39;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875;Chaussures Enfants;8 500 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922177-40;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221;Chaussures Enfants;6 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922186-41;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833;Chaussures Enfants;15 000 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png
1738922196-42;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800;Chaussures Enfants;7 500 CFA;Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922207-43;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809;Chaussures Enfants;7 500 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922219-44;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530;Chaussures Enfants;13 000 CFA;Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922229-45;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922239-46;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922248-47;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922258-48;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922267-49;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185;Chaussures Enfants;8 000 CFA;Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922278-50;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226;Chaussures Enfants;15 000 CFA;Sénégal;https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg
1738922288-51;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267;Chaussures Enfants;8 000 CFA;Sénégal;https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
1738922298-52;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314;Chaussures Enfants;10 000 CFA;Sénégal;https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg
1738922308-53;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724;Chaussures Enfants;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922318-54;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727;Chaussures Enfants;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg
1738922328-55;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922342-56;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922351-57;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922360-58;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922370-59;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922379-60;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922390-61;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922401-62;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922411-63;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922421-64;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922430-65;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922441-66;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922451-67;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922462-68;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922471-69;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922483-70;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922490-71;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922502-72;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922512-73;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922522-74;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922530-75;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922540-76;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922549-77;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905429;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922558-78;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922567-79;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922576-80;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922585-81;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922594-82;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922603-83;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905446;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922612-84;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922623-85;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922632-86;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922642-87;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461;Chaussures Enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922667-88;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654;Chaussures Enfants;7 000 CFA;Sénégal;https://images.coinafrique.com/thumb_905654_uploaded_image1_1567532748.81.png
1738922679-89;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324;Chaussures Enfants;10 000 CFA;Sénégal;https://images.coinafrique.com/thumb_919324_uploaded_image1_1567854655.1.png
1738922689-90;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329;Chaussures Enfants;15 000 CFA;Mermoz-Sacré-Cœur, Dakar, Sénégal;https://images.coinafrique.com/thumb_919329_uploaded_image1_1567854794.2.png
1738922699-91;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507;Chaussures Enfants;15 000 CFA;Saly, Sénégal;https://images.coinafrique.com/thumb_947507_uploaded_image1_1568567749.69.png
1738922708-92;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311;Chaussures Enfants;10 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg
1738922716-93;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border5années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710;Chaussures Enfants;20 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg
