web-scraper-order;web-scraper-start-url;article_links;article_links-href;Type_chaussures;Prix;Adresse;Image-src
1738053204-1;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2317931;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg
1738053207-2;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2318357;Chaussures Homme;Prix sur demande;Fass, Dakar, Sénégal;https://images.coinafrique.com/thumb_2800924_uploaded_image1_1606844322.jpg
1738053210-3;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2318443;Chaussures Homme;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_3047707_uploaded_image2_1617895449.jpeg
1738053214-4;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2318723;Chaussures Homme;6 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg
1738053217-5;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-2318722;Chaussures Homme;6 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4953661_uploaded_image1_1726841902.jpg
1738053220-6;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2318883;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg
1738053223-7;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-2318886;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4930602_uploaded_image1_1725607780.jpg
1738053226-8;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320403;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053230-9;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320406;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053233-10;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320408;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053236-11;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320409;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053239-12;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320411;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053242-13;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320414;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053245-14;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320418;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053248-15;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2320423;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053251-16;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2320436;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053255-17;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2320440;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053259-18;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2320771;Chaussures Homme;Prix sur demande;Dieuppeul-Derklé, Dakar, Sénégal;https://images.coinafrique.com/thumb_2320771_uploaded_image1_1592706807.jpg
1738053263-19;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-alexander-mcqueen-2321197;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2321197_uploaded_image1_1592728393.jpg
1738053266-20;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2321349;Chaussures Homme;22 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg
1738053270-21;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2321351;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326705_uploaded_image1_1592826899.jpg
1738053275-22;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2321354;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg
1738053279-23;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-2321356;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4110477_uploaded_image1_1677431755.jpg
1738053282-24;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2321502;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg
1738053285-25;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-levis-2322332;Chaussures Homme;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_2322332_uploaded_image1_1592746720.jpg
1738053289-26;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-2322896;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3081469_uploaded_image1_1619459355.jpg
1738053293-27;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-dockside-2323304;Chaussures Homme;16 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_2323304_uploaded_image1_1592760710.jpg
1738053299-28;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-en-daim-2323556;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3220759_uploaded_image1_1625920912.jpg
1738053305-29;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2323559;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5145826_uploaded_image1_1737473583.jpg
1738053311-30;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-weston-en-daim-2323562;Chaussures Homme;22 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2323562_uploaded_image1_1592764600.jpg
1738053320-31;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2323704;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg
1738053328-32;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-2323707;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4953661_uploaded_image1_1726841902.jpg
1738053332-33;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-cuir-2323712;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4953661_uploaded_image1_1726841902.jpg
1738053335-34;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-crochet-cuir-2323714;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2323714_uploaded_image1_1592767510.jpg
1738053339-35;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-2323718;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4953661_uploaded_image1_1726841902.jpg
1738053343-36;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2323942;Chaussures Homme;6 000 CFA;Patte d'oie, Dakar, Sénégal;https://images.coinafrique.com/thumb_4356367_uploaded_image1_1693409190.jpg
1738053347-37;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-gucci-2323951;Chaussures Homme;7 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3425941_uploaded_image1_1636293786.jpg
1738053351-38;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-cuir-2323954;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4827692_uploaded_image1_1720187683.jpg
1738053354-39;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-2323957;Chaussures Homme;23 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg
1738053358-40;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2323959;Chaussures Homme;18 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg
1738053361-41;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324457;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053365-42;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324459;Chaussures Homme;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053369-43;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324460;Chaussures Homme;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053372-44;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324461;Chaussures Homme;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053376-45;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324463;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053380-46;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324465;Chaussures Homme;11 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053383-47;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324468;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053388-48;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324471;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053393-49;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324472;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053396-50;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324474;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053400-51;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324475;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053403-52;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324479;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053408-53;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324481;Chaussures Homme;10 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg
1738053412-54;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2324521;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg
1738053416-55;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2324523;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5145826_uploaded_image1_1737473583.jpg
1738053420-56;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2324525;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg
1738053424-57;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325252;Chaussures Homme;15 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_5153219_uploaded_image1_1737841467.jpg
1738053427-58;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2325814;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg
1738053432-59;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-presto-2325819;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2708236_uploaded_image1_1603224915.jpg
1738053436-60;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325828;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053439-61;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2325841;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5103710_uploaded_image1_1734928509.jpg
1738053443-62;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-gazelles-2325849;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3165505_uploaded_image1_1623359326.jpg
1738053448-63;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/boots-2325856;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3745796_uploaded_image1_1655406884.jpg
1738053451-64;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325864;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053455-65;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2325870;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg
1738053459-66;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325872;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053467-67;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325887;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5125958_uploaded_image1_1736370460.jpg
1738053472-68;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/boots-2325896;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3745796_uploaded_image1_1655406884.jpg
1738053477-69;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-stars-2325900;Chaussures Homme;18 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5040993_uploaded_image1_1731455106.jpg
1738053482-70;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2325903;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg
1738053485-71;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-2325912;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4866851_uploaded_image1_1722296937.jpg
1738053490-72;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326124;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg
1738053493-73;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-star-2326127;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5040993_uploaded_image1_1731455106.jpg
1738053498-74;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-balenciaga-2326135;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2932285_uploaded_image1_1612462567.jpg
1738053503-75;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vapor-max-2326143;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326606_uploaded_image1_1592826368.jpg
1738053506-76;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2326154;Chaussures Homme;22 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg
1738053510-77;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2326306;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg
1738053514-78;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-2326310;Chaussures Homme;15 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4866851_uploaded_image1_1722296937.jpg
1738053517-79;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2326315;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg
1738053521-80;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2326325;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3329787_uploaded_image1_1631382394.jpg
1738053525-81;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326331;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg
1738053528-82;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326333;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg
1738053533-83;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-1-2326339;Chaussures Homme;23 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2344359_uploaded_image1_1593082655.jpg
1738053536-84;https://sn.coinafrique.com/categorie/chaussures-homme?page=119;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2326597;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326705_uploaded_image1_1592826899.jpg
1738053551-85;https://sn.coinafrique.com/categorie/chaussures-homme?page=118;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vapor-max-2326606;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326606_uploaded_image1_1592826368.jpg
1738053554-86;https://sn.coinafrique.com/categorie/chaussures-homme?page=118;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326616;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg
1738053558-87;https://sn.coinafrique.com/categorie/chaussures-homme?page=118;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2326633;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg
1738053562-88;https://sn.coinafrique.com/categorie/chaussures-homme?page=118;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-alexander-mc-queen-2326642;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2326642_uploaded_image1_1592826519.jpg
1738053566-89;https://sn.coinafrique.com/categorie/chaussures-homme?page=118;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-2326647;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3005066_uploaded_image1_1615911615.jpg
